識別番号,分野,頻出度,言葉,読み,文章,漢字1,読み1,漢字2,読み2
249,a音読み,B,急灘,きゅうだん,急灘を越えるための訓練をする。,急灘,きゅうだん,X,X
250,a音読み,B,吻合,ふんごう,双方の話が吻合する。,吻合,ふんごう,X,X
251,a音読み,B,好好爺,こうこうや,山奥の一軒家で好好爺に出会う。,好好爺,こうこうや,X,X
252,a音読み,B,律呂,りつりょ,楽器の律呂を調える。,律呂,りつりょ,X,X
253,a音読み,B,撞入,とうにゅう,相手チームの陣に撞入する。,撞入,とうにゅう,X,X
254,a音読み,B,鉤餌,こうじ,鉤餌も万全で獲物を待つばかりだ。,鉤餌,こうじ,X,X
255,a音読み,B,托鉢,たくはつ,托鉢の僧が街角に立つ。,托鉢,たくはつ,X,X
256,a音読み,B,斯界,しかい,彼は斯界の権威だ。,斯界,しかい,X,X
257,a音読み,B,臼杵,きゅうしょ,臼杵を使って穀物を砕く。,臼杵,きゅうしょ,X,X
258,a音読み,B,脆弱,ぜいじゃく,体が脆弱で学校を休みがちだ。,脆弱,ぜいじゃく,X,X
259,a音読み,B,深淵,しんえん,心の深淵が知る由もない。,深淵,しんえん,X,X
260,a音読み,B,知悉,ちしつ,裏事情について知悉している。,知悉,ちしつ,X,X
261,a音読み,B,嬰児,えいじ,泣いている嬰児をあやす。,嬰児,えいじ,X,X
262,a音読み,B,巽位,そんい,巽位とは東南の方角をさす。,巽位,そんい,X,X
263,a音読み,B,禿筆,とくひつ,禿筆をなめつつ拙文を書く。,禿筆,とくひつ,X,X
264,a音読み,B,雅馴,がじゅん,書家らしい雅馴な書きぶりだ。,雅馴,がじゅん,X,X
265,a音読み,B,凌雲,りょううん,凌雲の志を抱く。,凌雲,りょううん,X,X
266,a音読み,B,葛衣,かつい,与えられた葛衣を身にまとう。,葛衣,かつい,X,X
267,a音読み,B,松濤,しょうとう,旅先で松濤に耳をすます。,松濤,しょうとう,X,X
268,a音読み,B,歯牙,しが,相手を歯牙にもかけない態度だ。,歯牙,しが,X,X
269,a音読み,B,首魁,しゅかい,騒動の首魁を捕らえる。,首魁,しゅかい,X,X
270,a音読み,B,廟宇,びょうう,神社の廟宇に参拝する。,廟宇,びょうう,X,X
271,a音読み,B,夙志,しゅくし,やっとの思いで夙志を叶える。,夙志,しゅくし,X,X
272,a音読み,B,天蓋,てんがい,天蓋つきのベッドで眠る。,天蓋,てんがい,X,X
273,a音読み,B,乞巧,きっこう,乞巧の祭りが行われる。,乞巧,きっこう,X,X
274,a音読み,B,跨線橋,こせんきょう,跨線橋から電車を眺める。,跨線橋,こせんきょう,X,X
275,a音読み,B,草藁,そうこう,作品の草藁が固まった。,草藁,そうこう,X,X
276,a音読み,B,岡陵,こうりょう,岡陵の遺跡を訪れる。,岡陵,こうりょう,X,X
277,a音読み,B,梁上,りょうじょう,梁上から鼠がのぞいている。,梁上,りょうじょう,X,X
278,a音読み,B,横溢,おういつ,エネルギーが横溢している。,横溢,おういつ,X,X
279,a音読み,B,惣領,そうりょう,惣領息子を一人前に育てる。,惣領,そうりょう,X,X
280,a音読み,B,自彊,じきょう,自彊してやまず。,自彊,じきょう,X,X
281,a音読み,B,堵列,とれつ,高官が堵列して国賓を出迎える。,堵列,とれつ,X,X
282,a音読み,B,宛転,えんてん,事件の?末を宛転と語った。,宛転,えんてん,X,X
283,a音読み,C,一瞥,いちべつ,一瞥して去っていった。,一瞥,いちべつ,X,X
284,a音読み,C,辛酉,しんゆう,辛酉は天命が改まる年と言われる。,辛酉,しんゆう,X,X
285,a音読み,C,歌唄,かばい,歌唄して仏の功徳をたたえる。,歌唄,かばい,X,X
286,a音読み,C,胡乱,うろん,胡乱な者が近所をうろついている。,胡乱,うろん,X,X
287,a音読み,C,侃侃,かんかん,侃侃として反戦の意を訴える。,侃侃,かんかん,X,X
288,a音読み,C,叩頭,こうとう,叩頭して師匠に非礼を詫びる。,叩頭,こうとう,X,X
289,a音読み,C,没義道,もぎどう,没義道に借金を取り立てる。,没義道,もぎどう,X,X
290,a音読み,C,大嘗会,だいじょうえ,大嘗会が厳かに執り行われた。,大嘗会,だいじょうえ,X,X
291,a音読み,C,燦燦,さんさん,日が燦燦と照りつける。,燦燦,さんさん,X,X
292,a音読み,C,藪沢,そうたく,山中の藪沢で川釣りを楽しむ。,藪沢,そうたく,X,X
293,a音読み,C,欽定,きんてい,新しい欽定憲法が制定された。,欽定,きんてい,X,X
294,a音読み,C,掩蔽,えんぺい,組織的な不正が掩蔽されている。,掩蔽,えんぺい,X,X
295,a音読み,C,紅蓮,ぐれん,母屋が紅蓮の炎に包まれる。,紅蓮,ぐれん,X,X
296,a音読み,C,廻向,えこう,墓参して先祖の廻向をする。,廻向,えこう,X,X
297,a音読み,C,繭糸,けんし,上質の繭糸でスカーフを織る。,繭糸,けんし,X,X
298,a音読み,C,汚?,おとく,聖職を汚?する。,汚?,おとく,X,X
299,a音読み,C,厨芥,ちゅうかい,厨芥を回収して堆肥に変える。,厨芥,ちゅうかい,X,X
300,a音読み,C,儲嗣,ちょし,国王が儲嗣に帝王学を授ける。,儲嗣,ちょし,X,X
301,a音読み,C,刈穫,がいかく,よく実った稲穂を刈穫する。,刈穫,がいかく,X,X
302,a音読み,C,翫弄,がんろう,物を翫弄して気を紛らす。,翫弄,がんろう,X,X
303,a音読み,C,乞骸,きつがい,心を定め乞骸の書をしたためる。,乞骸,きつがい,X,X
304,a音読み,C,甜菜,てんさい,甜菜から砂糖を精製する。,甜菜,てんさい,X,X
305,a音読み,C,画餅,がべい,緻密な計画も画餅に帰した。,画餅,がべい,X,X
306,a音読み,C,筆鋒,ひっぽう,その評論は筆鋒鋭い。,筆鋒,ひっぽう,X,X
307,a音読み,C,頸聯,けいれん,頸聯の対句が巧みな漢詩だ。,頸聯,けいれん,X,X
308,a音読み,C,鞠問,きくもん,事件の容疑者を捕えて鞠問する。,鞠問,きくもん,X,X
309,a音読み,C,絢飾,けんしょく,絢飾の衣装で式に出席する。,絢飾,けんしょく,X,X
310,a音読み,C,砦柵,さいさく,砦柵を越えて敵が自陣を襲撃した。,砦柵,さいさく,X,X
311,a音読み,C,神輿,みこし,神輿を清めるための儀式を行う。,神輿,みこし,X,X
312,a音読み,C,夜叉,やしゃ,夜叉はインドの鬼神である。,夜叉,やしゃ,X,X
313,a音読み,C,勾引,こういん,裁判所から勾引状が届く。,勾引,こういん,X,X
314,a音読み,C,兇刃,きょうじん,都会の片隅で兇刃に倒れた。,兇刃,きょうじん,X,X
315,a音読み,C,凄惨,せいさん,凄惨な場面に目をそむける。,凄惨,せいさん,X,X
316,a音読み,C,壬寅,じんいん,当年は干支で壬寅にあたる。,壬寅,じんいん,X,X
317,a音読み,C,残鶯,ざんおう,物悲しい残鶯の声が響く。,残鶯,ざんおう,X,X
318,a音読み,C,砧杵,ちんしょ,風凄まじく砧杵悲し。,砧杵,ちんしょ,X,X
319,a音読み,C,廟堂,びょうどう,御所の廟堂を見学する。,廟堂,びょうどう,X,X
320,a音読み,C,婁宿,ろうしゅく,婁宿には、おひつじ座が含まれる。,婁宿,ろうしゅく,X,X
321,a音読み,C,巡錫,じゅんしゃく,高僧が巡錫して民衆を導いた。,巡錫,じゅんしゃく,X,X
322,a音読み,C,鳶肩,えんけん,鳶肩の男たちが神輿を担いだ。,鳶肩,えんけん,X,X
323,a音読み,C,夙起,しゅっき,夙起して散歩に出かける。,夙起,しゅっき,X,X
324,a音読み,C,厭世,えんせい,厭世の感にとらわれる。,厭世,えんせい,X,X
325,a音読み,C,狐狸,こり,狐狸にだまされる夢を見た。,狐狸,こり,X,X
326,a音読み,C,令婿,れいせい,眉目秀麗な令婿であられる。,令婿,れいせい,X,X
327,a音読み,C,溢決,いっけつ,豪雨の影響で川が溢決する。,溢決,いっけつ,X,X
328,a音読み,C,鴨脚,おうきゃく,境内に鴨脚の大木が鎮座している。,鴨脚,おうきゃく,X,X
329,a音読み,C,疏外感,そがいかん,仲間の中で疏外感を味わう。,疏外感,そがいかん,X,X
330,a音読み,C,倦厭,けんえん,倦厭の表情を見せないようにする。,倦厭,けんえん,X,X
331,a音読み,C,烏兎,うと,烏兎が矢のように過ぎ去っていく。,烏兎,うと,X,X
332,a音読み,C,嘆声,たんせい,隣家の嘆声が耳につく。,嘆声,たんせい,X,X
333,a音読み,C,拭浄,しょくじょう,堂内を丁寧に拭浄する。,拭浄,しょくじょう,X,X
334,a音読み,C,茅茨,ぼうし,茅茨をきらずに放りおく。,茅茨,ぼうし,X,X
335,a音読み,C,佳辰,かしん,佳辰に結納を取りかわす。,佳辰,かしん,X,X
336,a音読み,C,魁傑,かいけつ,門下に魁傑がそろう。,魁傑,かいけつ,X,X
337,a音読み,C,瞥見,べっけん,資料を瞥見して講演する。,瞥見,べっけん,X,X
338,a音読み,C,舛錯,せんさく,前線の兵が突如として舛錯する。,舛錯,せんさく,X,X
339,a音読み,C,叶和,きょうわ,怨念を捨てて仇敵と叶和する。,叶和,きょうわ,X,X
340,a音読み,C,迺公,だいこう,迺公に歯向かう者は誰一人いない。,迺公,だいこう,X,X
341,a音読み,C,衿契,きんけい,衿契と一晩酒を酌み交わす。,衿契,きんけい,X,X
342,a音読み,C,骸骨,がいこつ,古代人の骸骨が発見された。,骸骨,がいこつ,X,X
343,a音読み,C,抜錨,ばつびょう,夕方には抜錨する予定だ。,抜錨,ばつびょう,X,X
344,a音読み,C,酋領,しゅうりょう,酋領への贈り物を用意する。,酋領,しゅうりょう,X,X
345,a音読み,C,半帖,はんじょう,半帖の紙に書をしたためる。,半帖,はんじょう,X,X
346,a音読み,C,晦冥,かいめい,晦冥の中を進む。,晦冥,かいめい,X,X
347,a音読み,C,遺憾,いかん,政府は遺憾の意を表明した。,遺憾,いかん,X,X
348,a音読み,C,智慧,ちえ,仏の智慧を学ぶ。,智慧,ちえ,X,X
349,a音読み,C,怒濤,どとう,出来事が怒濤のように押し寄せる。,怒濤,どとう,X,X
350,a音読み,C,遡及,そきゅう,判決を下すための判例を遡及する。,遡及,そきゅう,X,X
351,a音読み,C,形骸,けいがい,形骸となっているルールを見直す。,形骸,けいがい,X,X
352,a音読み,C,不遜,ふそん,不遜な態度に腹を立てる。,不遜,ふそん,X,X
353,a音読み,C,鄭声,ていせい,異国な鄭声を忌避する。,鄭声,ていせい,X,X
354,a音読み,C,拳固,げんこ,拳固を突き上げ勝利に酔う。,拳固,げんこ,X,X
355,a音読み,C,阿片窟,あへんくつ,昔あそこに阿片窟があった。,阿片窟,あへんくつ,X,X
356,a音読み,C,爾後,じご,爾後を何事もなく過ごす。,爾後,じご,X,X
357,a音読み,C,巽与,そんよ,巽与の言、能く説ぶこと無からんか。,巽与,そんよ,X,X
358,a音読み,C,靱性,じんせい,革の靱性を確かめる。,靱性,じんせい,X,X
359,a音読み,C,弄舌,ろうぜつ,彼の弄舌ぶりには閉口する。,弄舌,ろうぜつ,X,X
360,a音読み,C,厭悪,えんお,厭悪の情をあからさまに見せる。,厭悪,えんお,X,X
361,a音読み,C,参詣,さんけい,正月に神社に参詣した。,参詣,さんけい,X,X
362,a音読み,C,尖塔,せんとう,城の尖塔に幽閉されている。,尖塔,せんとう,X,X
363,a音読み,C,煎餅,せんべい,煎餅を焼く香ばしい匂いが漂う。,煎餅,せんべい,X,X
364,a音読み,C,玩読,がんどく,好きな作家の作品を玩読する。,玩読,がんどく,X,X
365,a音読み,C,宥恕,ゆうじょ,社長の宥恕に感謝する。,宥恕,ゆうじょ,X,X
366,a音読み,C,恩誼,おんぎ,先生の恩誼に報いる。,恩誼,おんぎ,X,X
367,a音読み,C,掬飲,きくいん,清らかな湧き水を掬飲する。,掬飲,きくいん,X,X
368,a音読み,C,魁首,かいしゅ,盗賊団の魁首となる。,魁首,かいしゅ,X,X
369,a音読み,C,蓋棺,がいかん,いよいよ蓋棺のときを迎える。,蓋棺,がいかん,X,X
370,a音読み,C,白狐,びゃっこ,北極の白狐を見る。,白狐,びゃっこ,X,X
371,a音読み,C,堆肥,たいひ,畑に堆肥を撒く。,堆肥,たいひ,X,X
372,a音読み,C,枯凋,こちょう,草木の枯凋を悲しむ。,枯凋,こちょう,X,X
373,a音読み,C,?述,るじゅつ,理由は?述の通りである。,?述,るじゅつ,X,X
374,a音読み,C,乃父,だいふ,乃父としてお前に伝えておきたい。,乃父,だいふ,X,X
375,a音読み,C,鶏肋,けいろく,鶏肋の処分に悩む。,鶏肋,けいろく,X,X
376,a音読み,C,芳馨,ほうけい,得も言われぬ芳馨に満ちている。,芳馨,ほうけい,X,X
377,a音読み,C,薙髪,ちはつ,薙髪して仏門に入った。,薙髪,ちはつ,X,X
378,a音読み,C,老杉,ろうさん,境内に立派な老杉が立ち並ぶ。,老杉,ろうさん,X,X
379,a音読み,C,哀咽,あいえつ,遺体にすがって哀咽する。,哀咽,あいえつ,X,X
380,a音読み,C,工廠,こうしょう,戦時中、空襲を受けた工廠だ。,工廠,こうしょう,X,X
381,a音読み,C,或問,わくもん,或問形式で書かれた入門書だ。,或問,わくもん,X,X
382,a音読み,C,大火,たいか,庚寅の年に大火があった。,大火,たいか,X,X
383,a音読み,C,俊彦,しゅんげん,当世の俊彦なりと評価する。,俊彦,しゅんげん,X,X
384,a音読み,C,聯亙,れんこう,村の周囲に山々が聯亙する。,聯亙,れんこう,X,X
385,a音読み,C,劉覧,りゅうらん,役員名簿を劉覧する。,劉覧,りゅうらん,X,X
386,a音読み,C,夙昔,しゅくせき,夙昔の願いがようやく叶った。,夙昔,しゅくせき,X,X
387,a音読み,C,叡断,えいだん,社長の叡断を仰ぐ。,叡断,えいだん,X,X
388,a音読み,C,鄭重,ていちょう,花瓶を鄭重に扱う。,鄭重,ていちょう,X,X
389,a音読み,C,碩徳,せきとく,碩徳として礼拝されている。,碩徳,せきとく,X,X
390,a音読み,C,戊夜,ぼや,趣味に没頭し戊夜に至った。,戊夜,ぼや,X,X
391,a音読み,C,遁辞,とんじ,遁辞を弄しても無駄だ。,遁辞,とんじ,X,X
392,a音読み,C,山砦,さんさい,山砦に立て籠って戦った。,山砦,さんさい,X,X
393,a音読み,C,庖厨,ほうちゅう,君子は庖厨を遠ざく。,庖厨,ほうちゅう,X,X
394,a音読み,C,叩扉,こうひ,数回叩扉したが返事がなかった。,叩扉,こうひ,X,X
395,a音読み,C,献芹,けんきん,献芹の誠を尽くす。,献芹,けんきん,X,X
396,a音読み,C,懸吊,けんちょう,軒下に提灯を懸吊する。,懸吊,けんちょう,X,X
397,a音読み,C,牝馬,ひんば,二頭の牝馬が誕生した。,牝馬,ひんば,X,X
398,a音読み,C,茸茸,じょうじょう,夏草が茸茸としている。,茸茸,じょうじょう,X,X
399,a音読み,C,碓声,たいせい,石臼の碓声が響き渡る。,碓声,たいせい,X,X
400,a音読み,C,老鶯,ろうおう,老鶯は夏の季語である。,老鶯,ろうおう,X,X
401,a音読み,C,参籠,さんろう,寺に三日間参籠する。,参籠,さんろう,X,X
402,a音読み,C,刺戟,しげき,調味料が舌を刺戟する。,刺戟,しげき,X,X
403,a音読み,D,釜竃,ふそう,釜竃を使って炊いた飯は格別だ。,釜竃,ふそう,X,X
404,a音読み,D,拝揖,はいゆう,妃に対して拝揖する。,拝揖,はいゆう,X,X
405,a音読み,D,歪曲,わいきょく,事実の歪曲して報道する。,歪曲,わいきょく,X,X
406,a音読み,D,掌握,しょうあく,課長はすべての部下を掌握している。,掌握,しょうあく,X,X
407,a音読み,D,喧伝,けんでん,種々の言説が喧伝されている。,喧伝,けんでん,X,X
408,a音読み,D,鼎談,ていだん,学者が誌上で鼎談する。,鼎談,ていだん,X,X
409,a音読み,D,玩弄,がんろう,人々が時代に玩弄される。,玩弄,がんろう,X,X
410,a音読み,D,繭紬,けんちゅう,繭紬の紋付を着る。,繭紬,けんちゅう,X,X
411,a音読み,D,病竃,びょうそう,病竃を摘出する。,病竃,びょうそう,X,X
412,a音読み,D,厭忌,えんき,戦争を厭忌する。,厭忌,えんき,X,X
413,a音読み,D,輿望,よぼう,国民の輿望を担う。,輿望,よぼう,X,X
414,a音読み,D,諫止,かんし,独断を諫止する。,諫止,かんし,X,X
415,a音読み,D,坤軸,こんじく,坤軸を揺るがす地震。,坤軸,こんじく,X,X
416,a音読み,D,垂簾,すいれん,垂簾の政を行う。,垂簾,すいれん,X,X
417,a音読み,D,綾子,りんず,綾子の被布を羽織る。,綾子,りんず,X,X
418,a音読み,D,肇国,ちょうこく,肇国の祖を祭る。,肇国,ちょうこく,X,X
419,a音読み,D,相好,そうごう,相好を崩す。,相好,そうごう,X,X
420,a音読み,D,輯睦,しゅうぼく,隣国同士が輯睦する。,輯睦,しゅうぼく,X,X
421,a音読み,D,舛誤,せんご,舛誤が見当たらない。,舛誤,せんご,X,X
422,a音読み,D,落胤,らくいん,御落胤が出家する。,落胤,らくいん,X,X
423,a音読み,D,空隙,くうげき,空隙を埋める。,空隙,くうげき,X,X
424,a音読み,D,湛湛,たんたん,湛湛と水をたたえる。,湛湛,たんたん,X,X
425,a音読み,D,紬紡糸,ちゅうぼうし,紬紡糸で織り上げる。,紬紡糸,ちゅうぼうし,X,X
426,a音読み,D,橘中,きっちゅう,橘中の楽しみ。,橘中,きっちゅう,X,X
427,a音読み,D,云々,うんぬん,云々すべきではない。,云々,うんぬん,X,X
428,a音読み,D,亮然,りょうぜん,亮然たる差が開く。,亮然,りょうぜん,X,X
429,a音読み,D,君寵,くんちょう,君寵に浴する。,君寵,くんちょう,X,X
430,a音読み,D,負笈,ふきゅう,負笈して立身する。,負笈,ふきゅう,X,X
431,a音読み,D,檜垣,ひがき,檜垣で敷地を囲う。,檜垣,ひがき,X,X
432,a音読み,D,妾宅,しょうたく,妾宅を構える。,妾宅,しょうたく,X,X
433,a音読み,D,輪輿,りんよ,輪輿の職人を雇う。,輪輿,りんよ,X,X
434,a音読み,D,柴荊,さいけい,柴荊で隠遁する。,柴荊,さいけい,X,X
435,a音読み,D,萌動,ほうどう,草木が萌動する。,萌動,ほうどう,X,X
436,a音読み,D,?吐,どんと,空気を?吐する。,?吐,どんと,X,X
437,a音読み,D,藍綬,らんじゅ,藍綬褒章を授与する。,藍綬,らんじゅ,X,X
438,a音読み,D,鎮咳,ちんがい,鎮咳薬を処方する。,鎮咳,ちんがい,X,X
439,a音読み,D,残?,ざんせん,残?の声が響く。,残?,ざんせん,X,X
440,a音読み,D,蓬?,ほうらい,蓬?に憧憬する。,蓬?,ほうらい,X,X
441,a音読み,D,?墨,はつぼく,?墨の技法を用いる。,?墨,はつぼく,X,X
442,a音読み,D,宏壮,こうそう,宏壮な屋敷に住む。,宏壮,こうそう,X,X
443,a音読み,D,籠絡,ろうらく,敵将を籠絡する。,籠絡,ろうらく,X,X
444,a音読み,D,芙蓉,ふよう,芙蓉の顔、柳の眉。,芙蓉,ふよう,X,X
445,a音読み,D,瓦石,がせき,瓦石同然の偽物だ。,瓦石,がせき,X,X
446,a音読み,D,壊死,えし,足先が壊死する。,壊死,えし,X,X
447,a音読み,D,註文,ちゅうもん,料理を註文する。,註文,ちゅうもん,X,X
448,a音読み,D,杢怪,もっけ,杢怪の幸い。,杢怪,もっけ,X,X
449,a音読み,D,剃度,ていど,剃度の儀式を行う。,剃度,ていど,X,X
450,a音読み,D,醇乎,じゅんこ,醇乎たる精神を保つ。,醇乎,じゅんこ,X,X
451,a音読み,D,勃如,ぼつじょ,顔色を勃如と変える。,勃如,ぼつじょ,X,X
452,a音読み,D,佑宰,ゆうさい,佑宰に相談する。,佑宰,ゆうさい,X,X
453,a音読み,D,?吟,せんぎん,?吟が騒々しい。,?吟,せんぎん,X,X
454,a音読み,D,埴生,はにゅう,埴生の宿に泊まる。,埴生,はにゅう,X,X
455,a音読み,D,恩賜,おんし,恩賜公園が開園する。,恩賜,おんし,X,X
456,a音読み,D,木犀,もくせい,木犀の花が匂う。,木犀,もくせい,X,X
457,a音読み,D,丙寅,へいいん,今年の干支は丙寅だ。,丙寅,へいいん,X,X
458,a音読み,D,巌栖,がんせい,世を捨て巌栖する。,巌栖,がんせい,X,X
459,a音読み,D,饗応,きょうおう,旅先で饗応を受ける。,饗応,きょうおう,X,X
460,a音読み,D,辛巳,しんし,来年は辛巳にあたる。,辛巳,しんし,X,X
461,a音読み,D,腫物,しゅもつ,腫物に触る様に扱う。,腫物,しゅもつ,X,X
462,a音読み,D,斧正,ふせい,斧正を請う。,斧正,ふせい,X,X
463,a音読み,D,砕屑,さいせつ,砕屑が散乱している。,砕屑,さいせつ,X,X
464,a音読み,D,塵垢,じんこう,塵垢にまみれる。,塵垢,じんこう,X,X
465,a音読み,D,妖艶,ようえん,妖艶な姿を披露する。,妖艶,ようえん,X,X
466,a音読み,D,貫穿,かんせん,広く学問を貫穿する。,貫穿,かんせん,X,X
467,a音読み,D,劃然,かくぜん,双方は劃然と異なる。,劃然,かくぜん,X,X
468,a音読み,D,蛙声,あせい,蛙声が騒がしい。,蛙声,あせい,X,X
469,a音読み,D,賜餐,しさん,賜餐の栄に浴する。,賜餐,しさん,X,X
470,a音読み,D,雛妓,すうぎ,雛妓に芸を仕込む。,雛妓,すうぎ,X,X
471,a音読み,D,蒐荷,しゅうか,特産品を蒐荷する。,蒐荷,しゅうか,X,X
472,a音読み,D,己丑,きちゅう,己丑の年に逝去する。,己丑,きちゅう,X,X
473,a音読み,D,簾政,れんせい,簾政を布く。,簾政,れんせい,X,X
474,a音読み,D,斯道,しどう,斯道の大家となる。,斯道,しどう,X,X
475,a音読み,D,城柵,じょうさく,城柵を巡らす。,城柵,じょうさく,X,X
476,a音読み,D,馴服,じゅんぷく,鷹を馴服させる。,馴服,じゅんぷく,X,X
477,a音読み,D,分娩,ぶんべん,男児を分娩する。,分娩,ぶんべん,X,X
478,a音読み,D,寒垢離,かんごり,寒垢離を取る。,寒垢離,かんごり,X,X
479,a音読み,D,碧梧,へきご,碧梧が生い茂る。,碧梧,へきご,X,X
480,a音読み,D,矩形,くけい,矩形に成型加工する。,矩形,くけい,X,X
481,a音読み,D,丁卯,ていぼう,次の丁卯で還暦だ。,丁卯,ていぼう,X,X
482,a音読み,D,自然薯,じねんじょ,自然薯を掘り起こす。,自然薯,じねんじょ,X,X
483,a音読み,D,宏図,こうと,宏図を実行に移す。,宏図,こうと,X,X
484,a音読み,D,諒闇,りょうあん,諒闇で祝儀を控える。,諒闇,りょうあん,X,X
485,a音読み,D,魁梧,かいご,魁梧たる力士を破る。,魁梧,かいご,X,X
486,a音読み,D,註疏,ちゅうそ,註疏を加える。,註疏,ちゅうそ,X,X
487,a音読み,D,胡座,こざ,胡座して思索に耽る。,胡座,こざ,X,X
488,a音読み,D,亮闇,りょうあん,亮闇が開ける。,亮闇,りょうあん,X,X
489,a音読み,D,周匝,しゅうそう,湖畔を周匝する。,周匝,しゅうそう,X,X
490,a音読み,D,貴賤,きせん,貴賤を問わない。,貴賤,きせん,X,X
491,a音読み,D,瓶酒,へいしゅ,瓶酒を岳父に贈る。,瓶酒,へいしゅ,X,X
492,a音読み,D,劫火,ごうか,劫火に包まれる。,劫火,ごうか,X,X
493,a音読み,D,激昂,げきこう,激昂して退席する。,激昂,げきこう,X,X
494,a音読み,D,背馳,はいち,原則に背馳する。,背馳,はいち,X,X
495,a音読み,D,卯酉,ぼうゆう,地図に卯酉線を描く。,卯酉,ぼうゆう,X,X
496,a音読み,D,迅瀬,じんらい,迅瀬を小舟で下る。,迅瀬,じんらい,X,X
497,a音読み,D,灘声,だんせい,渓間に灘声が響く。,灘声,だんせい,X,X
498,a音読み,D,姦詐,かんさ,姦詐を見抜く。,姦詐,かんさ,X,X
499,a音読み,D,藪林,そうりん,藪林が生い茂る。,藪林,そうりん,X,X
500,a音読み,D,戎器,じゅうき,十分な戎器を備える。,戎器,じゅうき,X,X
501,a音読み,D,紫檀,したん,紫檀の家具を設える。,紫檀,したん,X,X
502,a音読み,D,腕釧,わんせん,仏像に腕釧を飾る。,腕釧,わんせん,X,X
503,a音読み,D,貨賂,かろ,貨賂を受け取る。,貨賂,かろ,X,X
504,a音読み,D,凋零,ちょうれい,文化が凋零する。,凋零,ちょうれい,X,X
505,a音読み,D,賑救,しんきゅう,篤志家が賑救する。,賑救,しんきゅう,X,X
506,a音読み,D,唾壺,だこ,唾壺に唾を吐く。,唾壺,だこ,X,X
