識別番号,分野,頻出度,言葉,読み,文章,漢字1,読み1,漢字2,読み2
782,a音読み,D,逼急,ひっきゅう,情勢が逼急している。,逼急,ひっきゅう,X,X
783,a音読み,D,竃煙,そうえん,竃煙が立ち上がる。,竃煙,そうえん,X,X
784,a音読み,D,鶯語,おうご,春山に鶯語が響く。,鶯語,おうご,X,X
785,a音読み,D,漏壺,ろうこ,漏壺が時を知らせる。,漏壺,ろうこ,X,X
786,a音読み,D,竪立,じゅりつ,自ら竪立する。,竪立,じゅりつ,X,X
787,a音読み,D,甑中,そうちゅう,甑中に塵を生ず。,甑中,そうちゅう,X,X
788,b訓読み,A,辿る,たどる,来た道を辿ってゴールを目指す。,辿,たど,X,る
789,b訓読み,A,擢んでる,ぬきんでる,その人の力量は擢んでている。,擢,ぬき,X,んでる
790,b訓読み,A,殆,ほとほと,近所のうわさ話に殆困っている。,殆,ほとほと,X,X
791,b訓読み,A,柵,しがらみ,会社の柵を断ち切りたい。,柵,しがらみ,X,X
792,b訓読み,A,捌く,さばく,性格が捌けているといわれる。,捌,さば,X,く
793,b訓読み,A,巽,たつみ,巽の方角にきれいな星が点在する。,巽,たつみ,X,X
794,b訓読み,A,萎れる,しおれる,萎れかけた花を水に挿す。,萎,しお,X,れる
795,b訓読み,A,蘇る,よみがえる,意識不明の状態から蘇った。,蘇,よみがえ,X,る
796,b訓読み,A,頗る,すこぶる,父は頗る上機嫌で出迎えてくれた。,頗,すこぶ,X,る
797,b訓読み,A,椙,すぎ,その山には椙が林立している。,椙,すぎ,X,X
798,b訓読み,A,嘉する,よみする,すばらしい贈り物を嘉する。,嘉,よみ,X,する
799,b訓読み,A,屡,しばしば,帰宅途中で屡訪れる店だ。,屡,しばしば,X,X
800,b訓読み,A,忽せ,ゆるがせ,そんな些細なことも忽せにしない。,忽,ゆるが,X,せ
801,b訓読み,A,詑く,あざむく,人を詑くことなく生きていたい。,詑,あざむ,X,く
802,b訓読み,A,漣,さざなみ,夕暮れに湖の漣を見つめていた。,漣,さざなみ,X,X
803,b訓読み,A,誹る,そしる,知人に誹られ気がふさぐ。,誹,そし,X,る
804,b訓読み,A,葎,むぐら,葎は広い範囲に亘って密生する。,葎,むぐら,X,X
805,b訓読み,A,適う,かなう,眼鏡に適う人物はいなかった。,適,かな,X,う
806,b訓読み,A,泥む,なずむ,旧例に泥んでいては進歩がない。,泥,なず,X,む
807,b訓読み,A,頑,かたくな,その頑さは誰に似たのだろう。,頑,かたくな,X,X
808,b訓読み,A,荻,おぎ,荻の根茎が地中を走る。,荻,おぎ,X,X
809,b訓読み,A,狛犬,こまいぬ,子供の頃、神社の狛犬が怖かった。,狛犬,こまいぬ,X,X
810,b訓読み,A,粥ぐ,ひさぐ,生活のため玩具などを粥ぐ。,粥,ひさ,X,ぐ
811,b訓読み,A,幼い,いとけない,我が子の幼い仕草に心が和む。,幼,いとけな,X,い
812,b訓読み,A,認める,したためる,お礼の手紙を認める。,認,したた,X,める
813,b訓読み,A,肖る,あやかる,彼の成功に肖りたい。,肖,あやか,X,る
814,b訓読み,A,鵜,う,鵜の目鷹の目で狙っている。,鵜,う,X,X
815,b訓読み,A,阿る,おもねる,この論説は時流に阿っている。,阿,おもね,X,る
816,b訓読み,A,苛い,からい,作品が苛い評価をされる。,苛,から,X,い
817,b訓読み,A,噺,はなし,落語家の噺を聞く。,噺,はなし,X,X
818,b訓読み,A,蔑ろ,ないがしろ,人の親切を蔑ろにする。,蔑,ないがし,X,ろ
819,b訓読み,A,宥める,なだめる,泣く子を必死に宥めている。,宥,なだ,X,める
820,b訓読み,A,籾,もみ,脱穀後の籾がらを掃除する。,籾,もみ,X,X
821,b訓読み,A,煽てる,おだてる,煽てられていい気になる。,煽,おだ,X,てる
822,b訓読み,A,戚む,いたむ,母の死を戚む。,戚,いた,X,む
823,b訓読み,A,歪む,ひずむ,その決定は大きな歪みを生んだ。,歪,ひず,X,む
824,b訓読み,A,誼,よしみ,昔の誼で口ききしてくれた。,誼,よしみ,X,X
825,b訓読み,A,笈,おい,笈を背負って行脚に出かけた。,笈,おい,X,X
826,b訓読み,A,宛ら,さながら,そのシーンは宛ら映画のようだ。,宛,さなが,X,ら
827,b訓読み,A,姑く,しばらく,二人の問題は姑く置いておく。,姑,しばら,X,く
828,b訓読み,A,鐙,あぶみ,鐙を蹴って馬に合図を送る。,鐙,あぶみ,X,X
829,b訓読み,A,坐ら,いながら,海外に坐らにして日本の事件を知る。,坐,いなが,X,ら
830,b訓読み,A,蝕む,むしばむ,作物を蝕む害虫を排除する。,蝕,むしば,X,む
831,b訓読み,A,賂う,まいなう,賂いの品と知り受け取りを拒否する。,賂,まいな,X,う
832,b訓読み,A,轍,わだち,雪の上に轍が続いている。,轍,わだち,X,X
833,b訓読み,A,覗く,のぞく,小さな穴から部屋の中を覗いた。,覗,のぞ,X,く
834,b訓読み,A,俄かに,にわかに,俄か評論家になって批評する。,俄,にわ,X,かに
835,b訓読み,A,砧,きぬた,歌舞伎の立ち回りで砧拍子が響く。,砧,きぬた,X,X
836,b訓読み,A,偏,ひとえ,完成は偏に君の努力によるものだ。,偏,ひとえ,X,X
837,b訓読み,A,艶姿,あですがた,着物の女性の艶姿に見とれる。,艶姿,あですがた,X,X
838,b訓読み,A,韮,にら,韮には独特のにおいがある。,韮,にら,X,X
839,b訓読み,A,媒,なかだち,私たちの媒は会社の部長です。,媒,なかだち,X,X
840,b訓読み,A,?,ひしお,?とは、なめ味噌の一種だ。,?,ひしお,X,X
841,b訓読み,A,櫛る,くしけずる,幼子の柔らかい髪を櫛る。,櫛,くしけず,X,る
842,b訓読み,A,鴇色,ときいろ,庭先に鴇色の花が咲き乱れる。,鴇色,ときいろ,X,X
843,b訓読み,A,硲,はざま,山と山の硲をひたすら進む。,硲,はざま,X,X
844,b訓読み,A,籾殻,もみがら,稲から籾殻を取り除く。,籾殻,もみがら,X,X
845,b訓読み,A,店晒,たなざら,解決策がない難題を店晒しにする。,店晒,たなざら,X,X
846,b訓読み,A,蔑む,さげすむ,蔑みをこめて睨みつける。,蔑,さげす,X,む
847,b訓読み,A,哨,みはり,哨を門に立たせて警備を強化する。,哨,みはり,X,X
848,b訓読み,A,捗る,はかどる,強力な助っ人のおかげで捗った。,捗,はかど,X,る
849,b訓読み,A,姦,かしま,子どもの姦しい声が聞こえる。,姦,かしま,X,X
850,b訓読み,A,?れる,けがれる,?れた心で朗読しないでほしい。,?,けが,X,れる
851,b訓読み,A,榊,さかき,祭りで榊の枝を使う。,榊,さかき,X,X
852,b訓読み,A,舷,ふなばた,舷をつかんで揺れに耐えた。,舷,ふなばた,X,X
853,b訓読み,A,雫,しずく,雪が解けて雫がしたたっている。,雫,しずく,X,X
854,b訓読み,A,怯む,ひるむ,相手の怯む隙に攻め込んだ。,怯,ひる,X,む
855,b訓読み,A,梯,はしご,梯を使って屋根の修理をする。,梯,はしご,X,X
856,b訓読み,A,八重葎,やえむぐら,八重葎の覆う庭で過ごす。,八重葎,やえむぐら,X,X
857,b訓読み,A,恕す,ゆるす,歳を重ね何事も恕せるようになった。,恕,ゆる,X,す
858,b訓読み,A,綻ぶ,ほころぶ,袖の綻びを直してもらう。,綻,ほころ,X,ぶ
859,b訓読み,A,矩,のり,論語に「矩をこえず」とある。,矩,のり,X,X
860,b訓読み,A,苫屋,とまや,無人の苫屋で一晩雨露を凌ぐ。,苫屋,とまや,X,X
861,b訓読み,A,佃煮,つくだに,牛肉の佃煮が好物だ。,佃煮,つくだに,X,X
862,b訓読み,A,瓢,ふくべ,瓢に酒を入れて小山を散策する。,瓢,ふくべ,X,X
863,b訓読み,A,瑞穂,みずほ,「瑞穂の国」との美称が使われる。,瑞穂,みずほ,X,X
864,b訓読み,A,沓,くつ,昔は、藁で作った沓を履いていた。,沓,くつ,X,X
865,b訓読み,A,矢鱈,やたら,洋服を矢鱈に買い込んだ。,矢鱈,やたら,X,X
866,b訓読み,A,凍てつく,いてつく,凍てつく朝に新聞を配る。,凍,い,X,てつく
867,b訓読み,A,周く,あまねく,周く知られるところとなった。,周,あまね,X,く
868,b訓読み,A,魁,さきがけ,わが社はネット産業の魁といわれる。,魁,さきがけ,X,X
869,b訓読み,A,煽る,あおる,人心を煽って暴動を起こす。,煽,あお,X,る
870,b訓読み,A,鑓,やり,昔の戦争には鑓が使われた。,鑓,やり,X,X
871,b訓読み,A,蹄,ひづめ,牡馬の蹄の音が鳴り響く。,蹄,ひづめ,X,X
872,b訓読み,A,悉,つぶさ,会議の内容を悉に記録する。,悉,つぶさ,X,X
873,b訓読み,A,讃える,たたえる,永年の功労を讃えて表彰する。,讃,たた,X,える
874,b訓読み,A,岨道,そばみち,細い岨道を通って山を越える。,岨道,そばみち,X,X
875,b訓読み,A,匁,もんめ,六十匁が一両にあたる。,匁,もんめ,X,X
876,b訓読み,A,尤める,とがめる,他人の欠点をあからさまに尤める。,尤,とが,X,める
877,b訓読み,A,捌ける,はける,よく水が捌ける土壌にする。,捌,は,X,ける
878,b訓読み,A,叛く,そむく,上官の命令に叛いて行動する。,叛,そむ,X,く
879,b訓読み,A,灸,やいと,灸の治療を施して腰痛を和らげる。,灸,やいと,X,X
880,b訓読み,A,殆うく,あやうく,殆うく大事故になるところだった。,殆,あや,X,うく
881,b訓読み,A,苛まれた,さいなまれた,酷い言葉に苛まれた。,苛,さいな,X,まれた
882,b訓読み,A,丞ける,たすける,君子の政務を傍で丞ける。,丞,たす,X,ける
883,b訓読み,A,奈,いかん,現在の技術では奈ともしがたい。,奈,いかん,X,X
884,b訓読み,A,郁しい,かぐわしい,郁しい花の香りを胸いっぱい吸い込む。,郁,かぐわ,X,しい
885,b訓読み,A,竈,かまど,竈で煮炊きをする。,竈,かまど,X,X
886,b訓読み,A,廓,くるわ,その昔、この辺りは廓だった。,廓,くるわ,X,X
887,b訓読み,A,疋,ぴき,一疋の絹布で羽織をあつらえる。,疋,ぴき,X,X
888,b訓読み,A,而る,しかる,三たび思いて而る後行う。,而,しか,X,る
889,b訓読み,A,樵,きこり,樵として山の中で生活する。,樵,きこり,X,X
890,b訓読み,A,掠めた,かすめた,母の悲しそうな姿が心を掠めた。,掠,かす,X,めた
891,b訓読み,A,託ける,かこつける,雨に託けて練習をサボる。,託,かこつ,X,ける
892,b訓読み,A,俣,また,川の俣にゴミがたまっている。,俣,また,X,X
893,b訓読み,A,瑞瑞しい,みずみずしい,瑞瑞しい歌声が心にとまる。,瑞瑞,みずみず,X,しい
894,b訓読み,A,椴松,とどまつ,椴松の製材を床板に用いる。,椴松,とどまつ,X,X
895,b訓読み,A,轡,くつわ,二頭が轡を並べてゴールした。,轡,くつわ,X,X
896,b訓読み,A,論う,あげつらう,笑いながら欠点を論う。,論,あげつら,X,う
897,b訓読み,A,拐す,かどわかす,少女を拐して連れ回す。,拐,かどわか,X,す
898,b訓読み,A,遜る,へりくだる,遜った態度に好感をおぼえる。,遜,へりくだ,X,る
899,b訓読み,A,堆い,うずたかい,堆く積み上げられた本の山に驚く。,堆,うずたか,X,い
900,b訓読み,A,栂,とが,家の建築に栂の木を使う。,栂,とが,X,X
901,b訓読み,A,韓紅,からくれない,落ち葉が川面を韓紅に染める。,韓紅,からくれない,X,X
902,b訓読み,A,塙,はなわ,塙に展望所と遊歩道を整備する。,塙,はなわ,X,X
903,b訓読み,A,庇う,かばう,足に負った傷を庇う。,庇,かば,X,う
904,b訓読み,A,鉦,かね,鉦や太鼓を叩いて収穫を祝う。,鉦,かね,X,X
905,b訓読み,A,曝す,さらす,納屋が風雨に曝されて朽ちる。,曝,さら,X,す
906,b訓読み,A,鴇,とき,鴇は特別天然記念物だ。,鴇,とき,X,X
907,b訓読み,A,乍ち,たちまち,勝利を知り乍ち明るくなった。,乍,たちま,X,ち
908,b訓読み,A,岨つ,そばだつ,岩山が壁のように岨っている。,岨,そばだ,X,つ
909,b訓読み,A,徒,いたずら,徒に時間ばかりが過ぎた。,徒,いたずら,X,X
910,b訓読み,A,雪ぐ,すすぐ,勝って汚名を雪ぐ。,雪,すす,X,ぐ
911,b訓読み,A,野蒜,のびる,野蒜は味噌で食べるのが一番だ。,野蒜,のびる,X,X
912,b訓読み,A,裳裾,もすそ,着物の裳裾をからげる。,裳裾,もすそ,X,X
913,b訓読み,A,弥,いや,先取点に弥が上にも興奮する。,弥,いや,X,X
914,b訓読み,A,壕,ほり,戦争中の壕の跡を埋める。,壕,ほり,X,X
915,b訓読み,A,諒,まこと,諒に申し訳ない。,諒,まこと,X,X
916,b訓読み,A,夷顔,えびすがお,遠来の客を夷顔で饗応した。,夷顔,えびすがお,X,X
917,b訓読み,A,文る,かざる,過ちを文る。,文,かざ,X,る
918,b訓読み,A,度,めもり,物差しの度を読んで記録する。,度,めもり,X,X
919,b訓読み,A,稿,したがき,稿を清書する。,稿,したがき,X,X
920,b訓読み,A,奴凧,やっこだこ,冬の晴れた空に奴凧を高く揚げる。,奴凧,やっこだこ,X,X
921,b訓読み,A,簾,すだれ,日よけに簾をおろす。,簾,すだれ,X,X
922,b訓読み,A,艮,うしとら,丑と寅との中間の方角を艮という。,艮,うしとら,X,X
923,b訓読み,A,漉く,すく,木の皮などを原料にして紙を漉く。,漉,す,X,く
924,b訓読み,A,摺る,する,造幣局では紙幣を摺っている。,摺,す,X,る
925,b訓読み,A,亘る,わたる,研究論文は五百ページに亘る。,亘,わた,X,る
926,b訓読み,A,呪い,まじない,お呪いのおかげでうまくできた。,呪,まじな,X,い
927,b訓読み,A,顎,あご,顎足つきの招待を受ける。,顎,あご,X,X
928,b訓読み,A,具,つぶさ,一日の出来事を具に報告する。,具,つぶさ,X,X
929,b訓読み,A,麹,こうじ,日本の発酵食品には麹が必要だ。,麹,こうじ,X,X
930,b訓読み,A,蕗,ふき,蕗の葉を傘代わりにする。,蕗,ふき,X,X
931,b訓読み,A,檜扇,ひおうぎ,貴婦人が礼装時に檜扇を持つ。,檜扇,ひおうぎ,X,X
932,b訓読み,A,灼,あらたか,霊験灼な神社にお参りする。,灼,あらたか,X,X
933,b訓読み,A,鍍金,めっき,鍍金がはげる。,鍍金,めっき,X,X
934,b訓読み,A,鍔,つば,息子は鍔のない帽子が好きだ。,鍔,つば,X,X
935,b訓読み,A,梯子,はしご,屋根に梯子をかける。,梯子,はしご,X,X
936,b訓読み,A,茜,あかね,夕暮れの茜雲がきれいだ。,茜,あかね,X,X
937,b訓読み,A,約やか,つづまやか,両親の生活は約やかなものだった。,約,つづま,X,やか
938,b訓読み,A,蕊,しべ,蕊は花の生殖器官だ。,蕊,しべ,X,X
939,b訓読み,A,早蕨,さわらび,源氏物語の四十八巻は早蕨だ。,早蕨,さわらび,X,X
940,b訓読み,A,集る,たかる,虫が集っている。,集,たか,X,る
941,b訓読み,A,之く,ゆく,孟浩然の広陵に之くを送る。,之,ゆ,X,く
942,b訓読み,A,塘,つつみ,総力を挙げて塘を築く。,塘,つつみ,X,X
943,b訓読み,A,零れる,こぼれる,コップの水が零れる。,零,こぼ,X,れる
944,b訓読み,A,杏,あんず,杏の実をジャムにする。,杏,あんず,X,X
945,b訓読み,A,鞘,さや,元の鞘におさまった。,鞘,さや,X,X
946,b訓読み,A,濃やか,こまやか,孫に濃やかな愛情を注ぐ。,濃,こま,X,やか
947,b訓読み,B,垂,なんなん,祖父は百歳に垂とする。,垂,なんなん,X,X
948,b訓読み,B,凪,なぎ,浜は凪で穏やかな夕暮れだ。,凪,なぎ,X,X
949,b訓読み,B,箆,へら,箆でご飯を盛る。,箆,へら,X,X
950,b訓読み,B,堰く,せく,勢いよく流れる水を堰きとめる。,堰,せ,X,く
951,b訓読み,B,悉く,ことごとく,検事の主張は悉く却下された。,悉,ことごと,X,く
952,b訓読み,B,鴫,しぎ,鴫の飛び立つ姿を目にする。,鴫,しぎ,X,X
953,b訓読み,B,凄まじい,すさまじい,凄まじい勢いでゴールに向かう。,凄,すさ,X,まじい
954,b訓読み,B,些か,いささか,解決するには些か難しい問題だ。,些,いささ,X,か
955,b訓読み,B,澱,おり,水底に澱がたまっている。,澱,おり,X,X
956,b訓読み,B,戚える,うれえる,親友の死を戚える。,戚,うれ,X,える
957,b訓読み,B,歪,いびつ,歪な形の痕が残る。,歪,いびつ,X,X
958,b訓読み,B,凌ぐ,しのぐ,その実力は師をも凌ぐ。,凌,しの,X,ぐ
959,b訓読み,B,凋む,しぼむ,水をやり忘れて花が凋んだ。,凋,しぼ,X,む
960,b訓読み,B,倦む,うむ,鍛錬を倦むことなく続けた。,倦,う,X,む
961,b訓読み,B,爾,なんじ,爾、自らを知れ。,爾,なんじ,X,X
962,b訓読み,B,夙い,はやい,夙くから趣味の釣りに出かける。,夙,はや,X,い
963,b訓読み,B,椛,もみじ,椛の美しい庭園を歩く。,椛,もみじ,X,X
964,b訓読み,B,鼎,かなえ,鼎を使って食物を煮る。,鼎,かなえ,X,X
965,b訓読み,B,僻言,ひがごと,僻言は聞きづらい。,僻言,ひがごと,X,X
966,b訓読み,B,鋒,ほこ,状勢が変わり攻撃の鋒を収める。,鋒,ほこ,X,X
967,b訓読み,B,淫る,ふける,アルコールに淫る生活が続いた。,淫,ふけ,X,る
968,b訓読み,B,夙,つと,その人のことは夙に知っていた。,夙,つと,X,X
969,b訓読み,B,穿つ,うがつ,穿ったことを言う人だ。,穿,うが,X,つ
970,b訓読み,B,蔀,しとみ,上様には蔀ごしに拝謁した。,蔀,しとみ,X,X
971,b訓読み,B,矧ぐ,はぐ,戦に備えて矢を矧ぐ。,矧,は,X,ぐ
972,b訓読み,B,櫓,やぐら,櫓の上から火事を発見した。,櫓,やぐら,X,X
973,b訓読み,B,苛,いら,苛立ちを隠しきれずに怒鳴る。,苛,いら,X,X
974,b訓読み,B,掬ぶ,むすぶ,清水を手に掬んで飲む。,掬,むす,X,ぶ
975,b訓読み,B,咽ぶ,むせぶ,奥の部屋から咽び泣く声が聞こえる。,咽,むせ,X,ぶ
976,b訓読み,B,饗す,もてなす,宿ではすばらしい饗しを受けた。,饗,もてな,X,す
977,b訓読み,B,纏う,まとう,子どもが母親に纏いつく。,纏,まと,X,う
978,b訓読み,B,縞柄,しまがら,縞柄のシャツを着る。,縞柄,しまがら,X,X
979,b訓読み,B,薙ぐ,なぐ,敵を薙ぎ倒して進む。,薙,な,X,ぐ
980,b訓読み,B,樫,かし,公園の樫の実を拾う。,樫,かし,X,X
981,b訓読み,B,甑,こしき,昔は甑を使って米を蒸した。,甑,こしき,X,X
982,b訓読み,B,禿びる,ちびる,禿びた鉛筆でメモをとる。,禿,ち,X,びる
983,b訓読み,B,斑,まだら,斑模様の服を着る。,斑,まだら,X,X
984,b訓読み,B,潰える,ついえる,その瞬間に望みが潰えた。,潰,つい,X,える
985,b訓読み,B,慧い,さとい,彼は利に慧いといわれる。,慧,さと,X,い
986,b訓読み,B,弄れる,たわむれる,男女の弄れの声が聞こえてくる。,弄,たわむ,X,れる
987,b訓読み,B,厭,いや,厭な夢にうなされる。,厭,いや,X,X
988,b訓読み,B,捻る,ひねる,歩きながら一句捻る。,捻,ひね,X,る
989,b訓読み,B,套ねる,かさねる,セーターの上にコートを套ねる。,套,かさ,X,ねる
990,b訓読み,B,厩,うまや,厩の馬を放牧する。,厩,うまや,X,X
991,b訓読み,B,骸,むくろ,死んでただの骸になってしまった。,骸,むくろ,X,X
992,b訓読み,B,儘,まま,儘ならぬ世の中だ。,儘,まま,X,X
993,b訓読み,B,萌える,もえる,萌え出す草木の息吹を感じる。,萌,も,X,える
994,b訓読み,B,尖る,とがる,尖った塔のシルエットが美しい。,尖,とが,X,る
995,b訓読み,B,遁れる,のがれる,遁れるように田舎に引きこもる。,遁,のが,X,れる
996,b訓読み,B,匂う,におう,芳しい匂いに思わず振り向く。,匂,にお,X,う
997,b訓読み,B,聡い,さとい,彼女はとても聡く賢い。,聡,さと,X,い
998,b訓読み,B,啄む,ついばむ,鳩がパンくずを啄んでいる。,啄,ついば,X,む
999,b訓読み,B,愈,いよいよ,愈、自分の出番が来た。,愈,いよいよ,X,X
1000,b訓読み,B,昂る,たかぶる,気持ちの昂りを抑えきれない。,昂,たかぶ,X,る
1001,b訓読み,B,逗まる,とどまる,海辺の宿に逗まることにした。,逗,とど,X,まる
1002,b訓読み,B,尖,さき,尖のとがった石を拾った。,尖,さき,X,X
1003,b訓読み,B,萌む,めぐむ,新時代の萌みを感じる。,萌,めぐ,X,む
1004,b訓読み,B,凧,たこ,空にいくつもの凧が揚がっている。,凧,たこ,X,X
1005,b訓読み,B,厭きる,あきる,母の愚痴は聞き厭きた。,厭,あ,X,きる
1006,b訓読み,B,弄ぶ,もてあそぶ,悲しい運命に弄ばれた。,弄,もてあそ,X,ぶ
1007,b訓読み,B,鰯,いわし,新鮮な鰯で鮨を作る。,鰯,いわし,X,X
1008,b訓読み,B,撞く,つく,古寺の鐘を撞く。,撞,つ,X,く
1009,b訓読み,B,撚る,よる,糸を撚って丈夫な紐を作る。,撚,よ,X,る
1010,b訓読み,B,蛭,ひる,田んぼで蛭に血を吸われた。,蛭,ひる,X,X
1011,b訓読み,B,纏る,まつる,ほつれた裾を纏ってもらう。,纏,まつ,X,る
1012,b訓読み,B,蒙い,くらい,理に蒙い人々を教え導く。,蒙,くら,X,い
1013,b訓読み,B,玩ぶ,もてあそぶ,人の心を玩んだりしない。,玩,もてあそ,X,ぶ
1014,b訓読み,B,尖い,するどい,尖い刃に一瞬たじろいだ。,尖,するど,X,い
1015,b訓読み,B,頃く,しばらく,完成まで頃く時間を要する。,頃,しばら,X,く
1016,b訓読み,B,凝る,こる,目を凝らして経過を見守る。,凝,こ,X,る
1017,b訓読み,C,種籾,たねもみ,春が訪れて種籾を播く。,種籾,たねもみ,X,X
1018,b訓読み,C,動,やや,動もすると手を抜きがちだ。,動,やや,X,X
1019,b訓読み,C,惟う,おもう,惟うにこれは当然の結果だった。,惟,おも,X,う
1020,b訓読み,C,絢,あや,ハンカチに絢を刺?する。,絢,あや,X,X
1021,b訓読み,C,恰も,あたかも,恰も実話のような話しぶりだった。,恰,あたか,X,も
1022,b訓読み,C,筏,いかだ,無謀にも筏で急流を下る。,筏,いかだ,X,X
1023,b訓読み,C,盈ちる,みちる,月がだんだんと盈ちる。,盈,み,X,ちる
1024,b訓読み,C,斯,これ,斯は誰のものですか。,斯,これ,X,X
1025,b訓読み,C,堰,せき,堰を切ったように話し始めた。,堰,せき,X,X
1026,b訓読み,C,?む,つかむ,まるで雲を?むような話だ。,?,つか,X,む
1027,b訓読み,C,潤目鰯,うるめいわし,捕れた潤目鰯を干物にする。,潤目鰯,うるめいわし,X,X
1028,b訓読み,C,挫く,くじく,突然の訪問に出鼻を挫かれた。,挫,くじ,X,く
1029,b訓読み,C,窺う,うかがう,小窓から外の様子を窺う。,窺,うかが,X,う
1030,b訓読み,C,忽ち,たちまち,忽ち人が集まってきた。,忽,たちま,X,ち
1031,b訓読み,C,淘げる,よなげる,河畔で集めた砂金を淘げる。,淘,よな,X,げる
1032,b訓読み,C,劃ける,わける,友情を劃かつ出来事があった。,劃,わ,X,ける
1033,b訓読み,C,鴫焼き,しぎやき,秋茄子を鴫焼きにして食べる。,鴫焼,しぎや,X,き
1034,b訓読み,C,罷める,やめる,大臣を罷めさせる。,罷,や,X,める
1035,b訓読み,C,鱈,たら,鍋に鱈の切り身を入れる。,鱈,たら,X,X
1036,b訓読み,C,謂,いい,その意見は勝者の謂だ。,謂,いい,X,X
1037,b訓読み,C,凱,かちどき,味方の勝利に凱をあげる。,凱,かちどき,X,X
1038,b訓読み,C,巷,ちまた,巷で話題の恐竜の映画を鑑賞する。,巷,ちまた,X,X
1039,b訓読み,C,菰,こも,松の幹に菰を巻きつける。,菰,こも,X,X
1040,b訓読み,C,栃餅,とちもち,栃餅は秋の季語だ。,栃餅,とちもち,X,X
1041,b訓読み,C,苑,その,私の自慢の薔薇の苑をご覧ください。,苑,その,X,X
1042,b訓読み,C,寓ける,かこつける,お祝いに寓けて家を訪問する。,寓,かこつ,X,ける
1043,b訓読み,C,肱,ひじ,肱を張って立ち入りを阻止する。,肱,ひじ,X,X
1044,b訓読み,C,謀す,しめす,謀し合わせたかのような偶然だ。,謀,しめ,X,す
1045,b訓読み,C,罵る,ののしる,大きな罵り声が聞こえてきた。,罵,ののし,X,る
